device_key,alert_count,critical_alert_count,high_alert_count,unresolved_alert_count,unresolved_critical_count,malware_or_ransomware_count,powershell_count,lateral_movement_count,credential_access_count,tampering_count,usb_count,impossible_resolution_count,inactive_user_activity_count,identity_join_review_count,associated_user_count,risk_score,risk_reasons,critical_severity_points,high_severity_points,unresolved_critical_points,malware_ransomware_points,powershell_points,lateral_movement_points,credential_access_points,tampering_points,usb_points,impossible_resolution_points,inactive_user_points,identity_review_points,risk_band,hostname,device_criticality,departments
WS-11261,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,volume/low-severity activity only,0,3,0,0,0,0,0,0,0,0,0,0,Low,WS-11261,Critical,Cs
WS-11295.CORP.LOCAL,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,WS-11295.CORP.LOCAL,Medium,Legal
WS-11317,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-11317,High,Human Resource
WS-11355,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,volume/low-severity activity only,0,3,0,0,0,0,0,0,0,0,0,0,Low,WS-11355,Low,R&D
WS-11362,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-11362,Low,Hr Dept
WS-11366.CORP.LOCAL,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-11366.CORP.LOCAL,Low,Mkt
WS-11395,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-11395,Low,Support
WS-11460.CORP.LOCAL,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,0,0,1,Low,WS-11460.CORP.LOCAL,Low,Innovation
WS-11473,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-11473,Critical,Procurement Team
WS-11486,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,WS-11486,Low,Purchase
WS-11486.CORP.LOCAL,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,0,0,1,Low,WS-11486.CORP.LOCAL,High,Purchase
WS-11496.CORP.LOCAL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-11496.CORP.LOCAL,Medium,Business Sales
WS-11563,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-11563,Low,Procurement
WS-11563.CORP.LOCAL,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,WS-11563.CORP.LOCAL,Low,Procurement
WS-11565,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-11565,Medium,Customer Care
WS-11677.CORP.LOCAL,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,WS-11677.CORP.LOCAL,,People Team
WS-11686,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-11686,Medium,Operations
WS-11688,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1 inactive-user event(s),0,0,0,0,0,0,0,0,0,0,3,0,Low,WS-11688,High,Accounts
WS-11698,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,volume/low-severity activity only,0,3,0,0,0,0,0,0,0,0,0,0,Low,WS-11698,Medium,Sales Dept
WS-11708.CORP.LOCAL,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,WS-11708.CORP.LOCAL,Critical,Cs
WS-11766,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-11766,Medium,Sales
WS-11898,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,volume/low-severity activity only,0,3,0,0,0,0,0,0,0,0,0,0,Low,WS-11898,Critical,Sales Dept
WS-11899,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,1 lateral-movement alert(s); 1 identity review concern(s),0,0,0,0,0,2,0,0,0,0,0,1,Low,WS-11899,High,Customer Support
WS-11911,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-11911,Low,Marketing
WS-11939.CORP.LOCAL,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,WS-11939.CORP.LOCAL,,Sales Team
WS-11986,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-11986,Medium,Customer Care
WS-11994,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,1,0,0,Low,WS-11994,Low,Legal
WS-12221,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,0,0,1,Low,WS-12221,,Customer Support
WS-12230,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-12230,Critical,Hr
WS-12242,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-12242,Critical,Information Technology
WS-12256.CORP.LOCAL,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,0,0,1,Low,WS-12256.CORP.LOCAL,High,Hr Dept
WS-12319.CORP.LOCAL,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1 PowerShell alert(s); 1 identity review concern(s),0,0,0,0,2,0,0,0,0,0,0,1,Low,WS-12319.CORP.LOCAL,Medium,It Dept
WS-12344,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-12344,High,Human Resource
WS-12346,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-12346,Low,Purch
WS-12393.CORP.LOCAL,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,0,0,1,Low,WS-12393.CORP.LOCAL,Low,Purchase
WS-12396,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1 inactive-user event(s),0,0,0,0,0,0,0,0,0,0,3,0,Low,WS-12396,High,It
WS-12442.CORP.LOCAL,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,0,0,1,Low,WS-12442.CORP.LOCAL,Low,Procurement
WS-12469,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1 inactive-user event(s),0,0,0,0,0,0,0,0,0,0,3,0,Low,WS-12469,Medium,Finance
WS-12511,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1 inactive-user event(s),0,0,0,0,0,0,0,0,0,0,3,0,Low,WS-12511,Critical,Human Resource
WS-12549.CORP.LOCAL,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-12549.CORP.LOCAL,,Operations
WS-12571,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-12571,Low,Customer Care
WS-12619,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-12619,,Support
WS-12751.CORP.LOCAL,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,1 credential-access alert(s); 1 identity review concern(s),0,0,0,0,0,0,2,0,0,0,0,1,Low,WS-12751.CORP.LOCAL,Critical,Customer Care
WS-12809,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-12809,Low,Marketing Dept
WS-12828,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-12828,High,It
WS-12848,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-12848,Medium,Finance
WS-12873,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,volume/low-severity activity only,0,3,0,0,0,0,0,0,0,0,0,0,Low,WS-12873,High,Ops
WS-12876,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-12876,Medium,Hr Dept
WS-12902,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,volume/low-severity activity only,0,3,0,0,0,0,0,0,0,0,0,0,Low,WS-12902,Medium,R&D
WS-12925,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1 malware/ransomware alert(s),0,0,0,3,0,0,0,0,0,0,0,0,Low,WS-12925,Medium,Purchase
LPT-12099,4,0,0,3,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,LPT-12099,Critical,It Dept
LPT-12973,4,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,LPT-12973,High,Operations
VDR-10260,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,VDR-10260,High,Sales
LPT-11627,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,LPT-11627,Medium,Finance
LPT-12608,3,0,0,3,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,LPT-12608,Medium,Compliance
VDR-10143,3,0,0,2,0,0,0,0,0,0,2,0,0,0,1,2,volume/low-severity activity only,0,0,0,0,0,0,0,0,2,0,0,0,Low,VDR-10143,Low,Customer Care
VDR-11033,3,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,VDR-11033,Medium,Rnd
VDR-11306,3,0,0,3,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,VDR-11306,Low,Operations
VDR-11490,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,VDR-11490,Critical,Sales
VDR-11877,3,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,volume/low-severity activity only,0,0,0,0,0,0,0,0,2,0,0,0,Low,VDR-11877,Critical,Supply Chain
WS-10082,3,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,WS-10082,Medium,Hr
LPT-10188,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,LPT-10188,Medium,Sales Dept
LPT-10381,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,LPT-10381,High,Ops
LPT-10434,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,LPT-10434,Low,Marketing Dept
LPT-10734,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,LPT-10734,Low,Finance Dept
LPT-10939,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,LPT-10939,High,Marketing
LPT-11728,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,LPT-11728,Low,Marketing Dept
LPT-11965,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,LPT-11965,High,Innovation
LPT-12133,2,0,0,2,0,0,0,0,0,0,0,2,0,0,1,2,volume/low-severity activity only,0,0,0,0,0,0,0,0,0,2,0,0,Low,LPT-12133,High,Customer Support
LPT-12275.CORP.LOCAL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2 identity review concern(s),0,0,0,0,0,0,0,0,0,0,0,2,Low,LPT-12275.CORP.LOCAL,High,Procurement Team
LPT-12402,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,LPT-12402,High,People Team
LPT-12459,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,LPT-12459,Critical,Operations
LPT-12492,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,LPT-12492,Low,Legal Dept
MISSING_HOST::EMP10796,2,0,0,2,0,0,0,0,0,0,0,0,0,2,1,2,2 identity review concern(s),0,0,0,0,0,0,0,0,0,0,0,2,Low,,,Operations
VDR-10069,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,VDR-10069,Medium,Procurement
VDR-10328,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,VDR-10328,Medium,Legal
VDR-10404,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,VDR-10404,High,It Dept
VDR-10684,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,volume/low-severity activity only,0,0,0,0,0,0,0,0,2,0,0,0,Low,VDR-10684,Low,Brand Team
VDR-10712,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,VDR-10712,Medium,Sales Dept
VDR-10886,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,volume/low-severity activity only,0,0,0,0,0,0,0,0,2,0,0,0,Low,VDR-10886,Critical,Fin
VDR-11377,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,2,volume/low-severity activity only,0,0,0,0,0,0,0,0,2,0,0,0,Low,VDR-11377,High,Human Resources
VDR-11838,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,VDR-11838,High,Hr Dept
VDR-11853,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,VDR-11853,Low,Operations
VDR-12021,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,VDR-12021,Medium,Support
VDR-12284,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,VDR-12284,Critical,It Dept
VDR-12552,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,volume/low-severity activity only,0,0,0,0,0,0,0,0,2,0,0,0,Low,VDR-12552,High,Operations
VDR-12994,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,VDR-12994,Critical,Finance
WS-10048,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,WS-10048,Low,Brand Team
WS-10407,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,WS-10407,Medium,Human Resource
WS-10546,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,WS-10546,High,Human Resources
WS-10554,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,WS-10554,Low,Operations Dept
WS-10572,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,WS-10572,Low,R&D
WS-10722,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,WS-10722,High,Finance
WS-10911,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,WS-10911,High,Ops
WS-11000,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,WS-11000,Medium,Ops
WS-11497,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,WS-11497,Medium,Business Sales
WS-11953,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,WS-11953,Low,Information Tech
WS-12165,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,WS-12165,High,Finance
WS-12350,2,0,0,2,0,0,0,0,0,0,1,1,0,0,1,2,volume/low-severity activity only,0,0,0,0,0,0,0,0,1,1,0,0,Low,WS-12350,Critical,Information Tech
WS-12556.CORP.LOCAL,2,0,0,2,0,0,0,0,0,0,0,0,0,2,1,2,2 identity review concern(s),0,0,0,0,0,0,0,0,0,0,0,2,Low,WS-12556.CORP.LOCAL,Medium,Operations
LPT-10002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,LPT-10002,Low,Sales
LPT-10025.CORP.LOCAL,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,1,Low,LPT-10025.CORP.LOCAL,Low,Finance
LPT-10101.CORP.LOCAL,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,1,Low,LPT-10101.CORP.LOCAL,Low,Legal
LPT-10210,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,1,Low,LPT-10210,High,Legal Dept
LPT-10274,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,LPT-10274,Low,Cs
LPT-10327.CORP.LOCAL,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,1,Low,LPT-10327.CORP.LOCAL,,Mkt
LPT-10372,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,LPT-10372,Low,People Team
LPT-10475.CORP.LOCAL,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,LPT-10475.CORP.LOCAL,High,Information Tech
LPT-10525,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,LPT-10525,High,It
LPT-10669,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,LPT-10669,Low,Procurement Team
LPT-10779.CORP.LOCAL,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,1,Low,LPT-10779.CORP.LOCAL,High,Mktg
LPT-10785,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,LPT-10785,High,Rd
LPT-10818,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,LPT-10818,Medium,Information Tech
LPT-10860,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,LPT-10860,Low,Ops Team
LPT-10986,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,LPT-10986,Medium,Sales Dept
LPT-11028.CORP.LOCAL,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,LPT-11028.CORP.LOCAL,,Human Resources
LPT-11097,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,LPT-11097,Medium,Information Tech
LPT-11116.CORP.LOCAL,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,0,1,0,1,Low,LPT-11116.CORP.LOCAL,Medium,Call Center
LPT-11124,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,LPT-11124,Medium,Legal
LPT-11134,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,LPT-11134,Medium,It Dept
LPT-11162.CORP.LOCAL,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,1,Low,LPT-11162.CORP.LOCAL,High,Fin
LPT-11229,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,LPT-11229,Critical,People Team
LPT-11270,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,1,Low,LPT-11270,Low,
LPT-11274,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,LPT-11274,Medium,It
LPT-11465,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,LPT-11465,,Customer Care
LPT-11472,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,LPT-11472,Medium,Operations
LPT-11512.CORP.LOCAL,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,1,Low,LPT-11512.CORP.LOCAL,Medium,Information Technology
LPT-11522.CORP.LOCAL,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,1,Low,LPT-11522.CORP.LOCAL,High,Legal
LPT-11561,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,1,Low,LPT-11561,High,It Support
LPT-11649.CORP.LOCAL,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1 lateral-movement alert(s),0,0,0,0,0,2,0,0,0,0,0,0,Low,LPT-11649.CORP.LOCAL,,Accounts
LPT-11691,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,1,Low,LPT-11691,Critical,Mkt
LPT-11701,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,LPT-11701,Low,Procurement Team
LPT-11710,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,LPT-11710,Critical,Fin
LPT-11745,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,LPT-11745,High,Legal Dept
LPT-11870,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,1,Low,LPT-11870,Critical,People Team
LPT-11886,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,LPT-11886,High,Finance
LPT-11906,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,LPT-11906,High,Marketing
LPT-11928,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1 PowerShell alert(s),0,0,0,0,2,0,0,0,0,0,0,0,Low,LPT-11928,Medium,Customer Care
LPT-12044.CORP.LOCAL,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,1,Low,LPT-12044.CORP.LOCAL,Medium,Ops
LPT-12080,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1 credential-access alert(s),0,0,0,0,0,0,2,0,0,0,0,0,Low,LPT-12080,,Operations
LPT-12080.CORP.LOCAL,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,1 identity review concern(s),0,0,0,0,0,0,0,0,1,0,0,1,Low,LPT-12080.CORP.LOCAL,High,Operations
