log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country,hostname_join_key,src_ip_valid,dst_ip_valid,src_port_status,dst_port_status,bytes_sent_status,bytes_received_status
FW000027816,2026-08-30 06:02:19,lpt-10081,,172.16.138.168,1433,53,TCP,ALLOW,30819432,7451238,SID523368,False,BLOCK_TOR_EXIT,CN,lpt-10081,False,True,valid,valid,valid,valid
FW000017144,2026-08-06 10:54:16,ws-11079,,,8080,25,TCP,DENY,,17026072,SID112094,False,,CN,ws-11079,False,False,valid,valid,missing,valid
FW000021866,2026-08-06 08:20:00,vdr-12811,,46.14.54.152,,,ICMP,DENY,36869353,40555187,,False,,,vdr-12811,False,True,invalid,missing,valid,valid
FW000000655,,lpt-10425,172.16.95.182,172.16.150.49,53,53,TCP,ALLOW,22859297,28940698,SID886472,False,MONITOR_DB_ACCESS,,lpt-10425,True,True,valid,valid,valid,valid
FW000005813,,ws-10178,190.146.33.34,192.168.220.182,,,UDP,ALLOW,44704847,31166541,SID941354,False,ALLOW_INTERNAL_DNS,IN,ws-10178,True,True,invalid,missing,valid,valid
FW000021673,,lpt-10980,,115.168.96.217,,8443,TCP,ALLOW,45722998,18218077,SID660786,False,ALLOW_INTERNAL_DNS,RU,lpt-10980,False,True,missing,valid,valid,valid
FW000002893,,ws-10091,,102.129.237.164,8080,8080,TCP,ALLOW,21597688,40155497,SID224795,False,ALLOW_OFFICE_APPS,UNKNOWN,ws-10091,False,True,valid,valid,valid,valid
FW000016180,2026-08-27 14:16:32,vdr-12247,,,,135,UDP,ALLOW,16224292,,SID855375,False,,IN,vdr-12247,False,False,invalid,valid,valid,invalid
FW000028590,2026-08-07 01:41:46,vdr-11758,,,53,22,TCP,ALLOW,,13296026,SID369807,False,,,vdr-11758,False,False,valid,valid,missing,valid
FW000005637,,lpt-11341,,,3306,135,TCP,ALLOW,,5853880,SID543012,False,,CN,lpt-11341,False,False,valid,valid,missing,valid
FW000009613,2026-08-22 18:33:08,ws-12745,,,135,8080,TCP,DENY,9112125,2115124,SID229647,False,BLOCK_TOR_EXIT,US,ws-12745,,,valid,valid,valid,valid
FW000003045,2026-08-30 00:00:00,lpt-11700,,,8080,8080,TCP,ALLOW,12146893,47389836,SID278516,False,MONITOR_DB_ACCESS,RU,lpt-11700,False,False,valid,valid,valid,valid
FW000027882,2026-09-05 19:16:36,,,64.38.104.238,,445,TCP,DENY,9676950,24920817,SID926240,False,ALLOW_OFFICE_APPS,CN,,False,True,invalid,valid,valid,valid
FW000021692,2026-08-15 00:00:00,lpt-10447,172.16.96.13,121.229.91.222,25,8080,TCP,ALLOW,45477493,5772458,SID468734,False,ALLOW_WEB,CN,lpt-10447,True,True,valid,valid,valid,valid
FW000008446,2026-08-31 05:15:45,vdr-11608,,176.16.205.160,22,3389,UDP,ALLOW,18549385,23702096,SID554299,False,BLOCK_TOR_EXIT,CN,vdr-11608,False,True,valid,valid,valid,valid
FW000024595,2026-09-09 00:00:00,lpt-10349,,,80,,ICMP,ALLOW,,40412870,SID840627,False,ALLOW_INTERNAL_DNS,,lpt-10349,,,valid,missing,missing,valid
FW000006160,2026-09-08 01:17:26,ws-11108,,,,80,UDP,DENY,,29458268,,False,BLOCK_EXTERNAL_RDP,RU,ws-11108,False,False,missing,valid,missing,valid
FW000013516,2026-08-10 09:55:56,lpt-11945,,192.168.15.145,53,,TCP,ALLOW,526436,1855980,,True,ALLOW_OFFICE_APPS,RU,lpt-11945,False,True,valid,invalid,valid,valid
FW000019544,2026-08-25 14:41:44,ws-11620,,,80,,TCP,ALLOW,12750684,17258339,SID548821,False,DENY_TELNET,US,ws-11620,False,,valid,missing,valid,valid
FW000012570,2026-09-03 06:21:14,ws-11502,172.16.182.205,,8080,22,TCP,ALLOW,17045990,,SID345962,False,DENY_TELNET,CN,ws-11502,True,False,valid,valid,valid,invalid
FW000006023,2026-09-08 00:00:00,lpt-10541,172.16.195.103,,135,1433,TCP,ALLOW,8142921,24143623,SID315490,True,MONITOR_DB_ACCESS,CN,lpt-10541,True,False,valid,valid,valid,valid
FW000005093,2026-08-18 15:47:58,vdr-10805.corp.local,172.16.177.28,,,443,TCP,ALLOW,,31500361,SID368271,True,MONITOR_DB_ACCESS,US,vdr-10805,True,False,missing,valid,missing,valid
FW000013570,2026-08-30 09:49:00,lpt-11202,192.168.249.253,,,,TCP,ALLOW,,48767712,SID763470,False,,UNKNOWN,lpt-11202,True,False,invalid,missing,missing,valid
FW000011212,2026-08-09 19:09:26,ws-10832,172.16.92.167,214.2.57.26,80,445,TCP,ALLOW,2696280,31009956,,False,,IN,ws-10832,True,True,valid,valid,valid,valid
FW000011222,,vdr-12627,192.168.208.204,192.168.33.73,25,445,TCP,ALLOW,21214460,,SID406719,False,,US,vdr-12627,True,True,valid,valid,valid,missing
FW000022756,2026-08-13 08:56:30,vdr-10672,,,,,TCP,ALLOW,7053589,510787,SID888262,False,UNKNOWN,IN,vdr-10672,False,False,invalid,invalid,valid,valid
FW000024398,2026-08-17 20:17:00,vdr-11579,,182.223.77.115,135,80,TCP,ALLOW,42347388,7107686,,False,DENY_TELNET,RU,vdr-11579,False,True,valid,valid,valid,valid
FW000017516,2026-08-08 01:45:02,lpt-10551,,63.211.96.70,,8443,UDP,ALLOW,25458601,40030178,SID509189,False,UNKNOWN,,lpt-10551,,True,missing,valid,valid,valid
FW000003660,2026-08-08 00:00:00,vdr-12157,,,80,25,TCP,ALLOW,30974206,26881579,SID664266,False,BLOCK_EXTERNAL_RDP,CN,vdr-12157,False,False,valid,valid,valid,valid
FW000003327,2026-08-02 18:37:01,ws-11672,28.164.215.157,31.62.104.103,,,TCP,ALLOW,33745101,,SID946425,False,,IN,ws-11672,True,True,missing,missing,valid,invalid
FW000009466,,vdr-12400,172.16.19.62,33.46.88.50,,135,UDP,ALLOW,24652986,361452,SID416250,False,UNKNOWN,US,vdr-12400,True,True,missing,valid,valid,valid
FW000015034,2026-09-04 07:53:27,,,56.180.88.50,80,445,UDP,DENY,29816375,31032858,SID538718,False,DENY_TELNET,UNKNOWN,,,True,valid,valid,valid,valid
FW000002664,2026-08-26 04:26:09,lpt-10702,192.168.21.132,198.227.106.14,,22,TCP,ALLOW,34534381,13937059,SID404300,True,,RU,lpt-10702,True,True,missing,valid,valid,valid
FW000021763,,lpt-10956,52.157.40.29,213.1.196.163,1433,8080,ICMP,ALLOW,18634557,29673918,SID978998,False,,IN,lpt-10956,True,True,valid,valid,valid,valid
FW000026034,2026-08-24 00:07:48,ws-12217,192.168.153.30,172.16.26.95,1433,25,TCP,ALLOW,22418555,44862213,SID292448,False,,IN,ws-12217,True,True,valid,valid,valid,valid
FW000021918,2026-08-20 20:46:00,lpt-10122.corp.local,,,53,135,TCP,ALLOW,26873580,16518295,SID555223,False,MONITOR_DB_ACCESS,RU,lpt-10122,False,False,valid,valid,valid,valid
FW000011674,2026-08-18 00:00:00,ws-10518.corp.local,,10.190.138.0,8443,8080,TCP,DENY,42751938,8629717,SID952938,False,UNKNOWN,US,ws-10518,False,True,valid,valid,valid,valid
FW000028726,2026-09-06 00:00:00,vdr-10362,,82.224.48.43,8080,443,TCP,ALLOW,34120663,21170749,SID444164,False,BLOCK_EXTERNAL_RDP,US,vdr-10362,False,True,valid,valid,valid,valid
FW000001928,2026-08-16 02:44:53,ws-12039,,,,135,TCP,ALLOW,,5969060,SID948047,False,DENY_TELNET,,ws-12039,False,False,missing,valid,missing,valid
FW000028729,2026-08-18 19:59:28,lpt-12743,192.168.157.222,,135,22,TCP,DENY,22177406,29814376,SID160262,False,ALLOW_WEB,CN,lpt-12743,True,False,valid,valid,valid,valid
FW000014133,2026-08-24 20:03:00,lpt-12831,212.153.145.79,,1433,,TCP,ALLOW,,31785118,SID610337,False,MONITOR_DB_ACCESS,,lpt-12831,True,False,valid,invalid,missing,valid
FW000028664,,ws-10048,,197.194.115.160,443,443,TCP,ALLOW,36634500,,SID683522,False,UNKNOWN,IN,ws-10048,False,True,valid,valid,valid,missing
FW000002881,2026-08-01 00:00:00,lpt-11824,192.168.91.82,192.168.185.121,443,445,TCP,ALLOW,,9596930,SID950190,False,DENY_TELNET,US,lpt-11824,True,True,valid,valid,invalid,valid
FW000022224,2026-08-22 17:53:03,vdr-10196,,,8443,135,UDP,ALLOW,48326552,37290386,SID175142,False,MONITOR_DB_ACCESS,,vdr-10196,,False,valid,valid,valid,valid
FW000019766,2026-08-28 06:14:10,ws-11695.corp.local,,147.124.108.115,8080,25,TCP,DENY,,4181320,SID836539,False,MONITOR_DB_ACCESS,US,ws-11695,False,True,valid,valid,missing,valid
FW000013563,2026-08-11 00:00:00,ws-12361,172.16.146.227,159.240.32.142,,8080,TCP,ALLOW,39457915,,SID450006,False,BLOCK_EXTERNAL_RDP,CN,ws-12361,True,True,missing,valid,valid,missing
FW000009495,2026-08-12 08:47:40,lpt-12502,,164.34.138.36,3306,3389,TCP,ALLOW,16158048,7337605,SID493260,False,,US,lpt-12502,False,True,valid,valid,valid,valid
FW000021342,2026-09-06 00:00:00,,76.123.115.102,172.16.127.93,,,TCP,DENY,11762767,,SID737291,False,DENY_TELNET,US,,True,True,missing,invalid,valid,missing
FW000025812,2026-08-27 09:57:19,vdr-12725,172.16.203.251,,135,8443,TCP,ALLOW,22993065,37350328,,False,BLOCK_EXTERNAL_RDP,US,vdr-12725,True,False,valid,valid,valid,valid
FW000027182,2026-08-29 18:57:00,ws-11601,,,445,,TCP,ALLOW,3290490,28456872,SID295726,False,,RU,ws-11601,False,False,valid,invalid,valid,valid
FW000016196,2026-08-13 17:16:04,lpt-11907,,,8443,22,UDP,DENY,17550574,16852512,SID756730,False,,US,lpt-11907,,False,valid,valid,valid,valid
FW000022105,2026-08-20 18:22:26,ws-11039,192.168.201.16,,3306,22,TCP,ALLOW,47542436,6805148,SID163847,False,MONITOR_DB_ACCESS,,ws-11039,True,False,valid,valid,valid,valid
FW000004621,2026-09-09 06:46:02,ws-10324,172.16.73.41,172.16.75.252,445,,TCP,DENY,34854666,39797719,SID273260,False,ALLOW_OFFICE_APPS,IN,ws-10324,True,True,valid,missing,valid,valid
FW000000943,2026-08-09 00:00:00,vdr-12801,,,,25,TCP,ALLOW,18144325,19023653,SID152074,False,,CN,vdr-12801,False,False,missing,valid,valid,valid
FW000029633,2026-08-15 00:00:00,ws-11454,,,80,22,TCP,ALLOW,24397181,34198897,,False,ALLOW_WEB,IN,ws-11454,False,False,valid,valid,valid,valid
FW000019620,,ws-12101,,44.16.193.89,8443,,UDP,ALLOW,,42308705,SID147401,False,,IN,ws-12101,False,True,valid,invalid,missing,valid
FW000027980,2026-09-05 19:53:41,vdr-12437,192.168.236.59,219.203.91.202,,1433,TCP,ALLOW,44992375,23167448,SID693832,False,,US,vdr-12437,True,True,invalid,valid,valid,valid
FW000019642,2026-09-05 00:00:00,lpt-10939,,,8080,,TCP,ALLOW,34874280,,,False,,US,lpt-10939,False,,valid,missing,valid,missing
FW000016578,2026-09-05 06:44:12,,,,80,25,TCP,ALLOW,,3389340,SID418109,False,BLOCK_EXTERNAL_RDP,UNKNOWN,,False,,valid,valid,missing,valid
FW000016523,2026-08-21 05:31:38,vdr-10282.corp.local,,194.98.204.4,25,1433,TCP,DENY,33016909,28930212,SID213741,False,MONITOR_DB_ACCESS,CN,vdr-10282,False,True,valid,valid,valid,valid
FW000008369,2026-09-05 21:56:06,lpt-12301,,,3306,25,TCP,ALLOW,36852637,,SID209355,False,,CN,lpt-12301,False,False,valid,valid,valid,missing
FW000008628,2026-08-31 21:48:34,lpt-12440,,128.18.196.203,3306,,UDP,ALLOW,7903386,34704613,,False,MONITOR_DB_ACCESS,IN,lpt-12440,False,True,valid,invalid,valid,valid
FW000016693,2026-08-04 23:00:38,lpt-10217,,,1433,445,TCP,ALLOW,4833935,,SID482540,False,BLOCK_EXTERNAL_RDP,,lpt-10217,False,False,valid,valid,valid,missing
FW000017950,2026-08-07 16:04:36,lpt-12578,192.168.77.46,,135,8080,TCP,ALLOW,34127689,25818954,SID905591,False,,US,lpt-12578,True,False,valid,valid,valid,valid
FW000012157,,ws-11415,,192.168.10.178,8080,445,TCP,ALLOW,42541619,47352692,SID936047,False,,IN,ws-11415,False,True,valid,valid,valid,valid
FW000006728,,lpt-10210,210.111.30.195,,53,22,TCP,ALLOW,17897725,38849741,SID909186,False,,CN,lpt-10210,True,False,valid,valid,valid,valid
FW000018520,2026-09-02 03:11:55,ws-11533,,200.211.196.215,22,445,UDP,ALLOW,31449539,,SID992918,False,ALLOW_INTERNAL_DNS,,ws-11533,False,True,valid,valid,valid,missing
FW000026039,2026-08-16 23:12:15,ws-11835,,185.55.253.219,,25,TCP,ALLOW,33208469,19366688,SID976749,False,DENY_TELNET,IN,ws-11835,False,True,missing,valid,valid,valid
FW000029430,2026-09-02 20:30:48,lpt-11326,,125.170.163.92,445,,UDP,ALLOW,28017951,30952349,SID185494,False,DENY_TELNET,IN,lpt-11326,False,True,valid,invalid,valid,valid
FW000029637,2026-08-01 00:00:00,ws-11434,,192.168.164.163,53,8443,UDP,ALLOW,41004800,6512807,,False,,RU,ws-11434,,True,valid,valid,valid,valid
FW000027698,2026-09-08 12:25:18,ws-10618,172.16.105.188,95.145.234.244,443,135,UDP,ALLOW,3428844,22161770,SID164940,False,DENY_TELNET,CN,ws-10618,True,True,valid,valid,valid,valid
FW000018661,2026-08-16 19:29:15,vdr-10474,192.168.32.201,,3306,443,ICMP,ALLOW,46533371,42269874,SID189649,False,ALLOW_WEB,CN,vdr-10474,True,,valid,valid,valid,valid
FW000012818,2026-09-04 11:18:33,lpt-11235,172.16.85.78,192.168.233.70,135,443,UDP,ALLOW,8388608,30803642,SID538037,False,,US,lpt-11235,True,True,valid,valid,valid,valid
FW000023619,,vdr-12013,,157.231.228.193,1433,80,TCP,ALLOW,,,SID913853,False,,US,vdr-12013,False,True,valid,valid,missing,missing
FW000028842,2026-09-07 03:40:57,vdr-12543,172.16.150.82,,,,TCP,DENY,,44611061,SID710076,False,BLOCK_TOR_EXIT,IN,vdr-12543,True,False,missing,invalid,missing,valid
FW000002624,2026-09-04 13:33:45,lpt-10373,,,135,8080,UDP,ALLOW,44562644,15619974,SID291912,False,,CN,lpt-10373,False,False,valid,valid,valid,valid
FW000024519,2026-08-12 21:06:13,vdr-11599,86.166.212.60,188.117.40.66,,445,TCP,ALLOW,16542492,,SID848558,False,ALLOW_OFFICE_APPS,CN,vdr-11599,True,True,invalid,valid,valid,invalid
FW000008535,2026-08-03 06:01:44,ws-10635,,,8443,,TCP,DENY,16966009,,SID309748,False,DENY_TELNET,UNKNOWN,ws-10635,False,False,valid,invalid,valid,missing
FW000018302,2026-08-14 00:00:00,lpt-10424,213.41.173.212,,8443,,TCP,ALLOW,,,,False,,UNKNOWN,lpt-10424,True,False,valid,missing,invalid,invalid
FW000016616,2026-08-28 00:00:00,ws-11301,91.26.210.77,,443,,UDP,ALLOW,28506490,48167670,,False,MONITOR_DB_ACCESS,,ws-11301,True,False,valid,missing,valid,valid
FW000008372,,vdr-12748,205.60.8.30,217.217.223.240,22,445,TCP,ALLOW,48494750,33970079,SID353279,False,ALLOW_WEB,,vdr-12748,True,True,valid,valid,valid,valid
FW000022393,2026-08-19 00:00:00,vdr-12588,90.57.52.170,172.16.215.102,135,8080,TCP,DENY,33599146,27829207,SID860114,False,DENY_TELNET,IN,vdr-12588,True,True,valid,valid,valid,valid
FW000000738,2026-09-06 10:22:01,ws-10272,,,,445,TCP,ALLOW,47995181,40660106,SID769169,False,DENY_TELNET,,ws-10272,False,False,missing,valid,valid,valid
FW000023001,2026-08-09 13:20:22,,67.84.89.218,172.16.166.123,1433,8080,TCP,ALLOW,47385149,35222323,SID488824,False,ALLOW_OFFICE_APPS,US,,True,True,valid,valid,valid,valid
FW000024642,2026-08-07 03:49:14,vdr-12560,172.16.79.66,,3306,443,TCP,ALLOW,21798270,15370824,SID431835,False,ALLOW_OFFICE_APPS,IN,vdr-12560,True,False,valid,valid,valid,valid
FW000014058,2026-08-10 17:29:12,,,,1433,22,TCP,ALLOW,41614885,17704386,SID880986,False,ALLOW_INTERNAL_DNS,CN,,False,False,valid,valid,valid,valid
FW000014880,2026-08-13 11:52:07,vdr-10587,172.16.90.104,57.22.124.65,22,8080,TCP,DENY,15004985,722671,SID680953,False,BLOCK_TOR_EXIT,US,vdr-10587,True,True,valid,valid,valid,valid
FW000014250,2026-08-30 00:00:00,lpt-12916,192.168.135.203,118.74.156.195,8443,445,TCP,DENY,33768730,702546,SID635511,False,UNKNOWN,IN,lpt-12916,True,True,valid,valid,valid,valid
FW000029985,2026-09-06 15:17:07,ws-12933,192.168.21.143,,25,,TCP,ALLOW,20302978,27141859,SID205392,False,ALLOW_OFFICE_APPS,IN,ws-12933,True,False,valid,missing,valid,valid
FW000023009,2026-08-05 14:16:27,ws-10305.corp.local,,192.168.1.216,,,UDP,ALLOW,17916825,16889710,SID548950,False,BLOCK_EXTERNAL_RDP,IN,ws-10305,False,True,invalid,invalid,valid,valid
FW000009514,2026-09-01 03:58:48,vdr-11779,192.168.96.26,61.9.23.192,8443,,TCP,DENY,35925648,,SID909564,False,BLOCK_TOR_EXIT,CN,vdr-11779,True,True,valid,invalid,valid,invalid
FW000022320,2026-08-08 17:15:00,lpt-11705.corp.local,192.168.42.138,220.117.35.120,,3389,TCP,ALLOW,,1613813,SID395693,False,UNKNOWN,CN,lpt-11705,True,True,missing,valid,missing,valid
FW000010188,2026-09-08 18:04:03,lpt-12735,124.160.86.149,,3389,80,TCP,ALLOW,89693,13551707,,False,,,lpt-12735,True,False,valid,valid,valid,valid
FW000006496,2026-08-01 00:00:00,vdr-10790,,,8080,22,UDP,ALLOW,10440325,11471599,SID455237,False,ALLOW_WEB,US,vdr-10790,False,False,valid,valid,valid,valid
FW000000756,2026-08-01 19:22:54,ws-12660,,82.81.199.119,3389,22,TCP,ALLOW,4206663,6739682,,False,BLOCK_EXTERNAL_RDP,IN,ws-12660,False,True,valid,valid,valid,valid
FW000021305,2026-09-06 02:30:42,ws-11358,,,80,,UDP,DENY,1147831,377487,SID229654,False,MONITOR_DB_ACCESS,CN,ws-11358,False,False,valid,missing,valid,valid
FW000029655,2026-08-16 23:06:58,lpt-12494,,172.16.184.248,0,443,UDP,ALLOW,11056237,13990711,SID179904,False,UNKNOWN,,lpt-12494,False,True,valid,valid,valid,valid
FW000025404,2026-08-14 01:30:06,vdr-11676,,,445,3306,TCP,ALLOW,22680699,14059954,SID159780,False,DENY_TELNET,IN,vdr-11676,False,False,valid,valid,valid,valid
FW000015803,2026-09-03 06:15:41,vdr-12369,192.168.44.95,192.168.73.59,22,53,UDP,ALLOW,3193672,,,False,MONITOR_DB_ACCESS,,vdr-12369,True,True,valid,valid,valid,invalid
FW000028227,2026-09-07 19:00:11,,200.189.91.22,172.16.215.196,3389,8443,TCP,DENY,11125391,22946648,,True,ALLOW_INTERNAL_DNS,CN,,True,True,valid,valid,valid,valid
FW000025293,2026-08-29 00:00:00,vdr-10735,,192.168.172.182,443,8443,TCP,ALLOW,39863699,30912001,SID425830,False,MONITOR_DB_ACCESS,IN,vdr-10735,False,True,valid,valid,valid,valid
FW000006201,2026-08-15 21:02:00,lpt-12010,163.173.195.104,,445,22,TCP,ALLOW,,,,False,,IN,lpt-12010,True,False,valid,valid,invalid,missing
FW000020309,2026-08-06 05:54:13,ws-12345,,,80,445,UDP,ALLOW,15852018,31993272,SID559008,False,BLOCK_TOR_EXIT,,ws-12345,False,False,valid,valid,valid,valid
FW000016454,2026-08-08 17:34:46,vdr-11556,,78.44.175.139,,,TCP,ALLOW,27965522,43388689,SID324634,False,BLOCK_EXTERNAL_RDP,US,vdr-11556,False,True,missing,invalid,valid,valid
FW000021752,2026-08-06 21:14:55,lpt-12419,192.168.68.150,,1433,135,UDP,ALLOW,15435039,30335041,SID464454,False,BLOCK_EXTERNAL_RDP,UNKNOWN,lpt-12419,True,False,valid,valid,valid,valid
FW000008085,2026-09-02 00:00:00,lpt-11784,158.67.177.121,53.80.149.69,25,,TCP,ALLOW,,17486748,SID482746,False,BLOCK_TOR_EXIT,RU,lpt-11784,True,True,valid,invalid,invalid,valid
FW000015048,2026-08-30 00:00:00,lpt-12377,192.168.200.248,,3389,135,TCP,ALLOW,12335199,26265269,SID252604,False,BLOCK_EXTERNAL_RDP,CN,lpt-12377,True,False,valid,valid,valid,valid
FW000022696,2026-09-07 06:44:41,vdr-12489,,172.16.145.183,22,,UDP,DENY,49870275,2368836,SID957330,False,BLOCK_EXTERNAL_RDP,CN,vdr-12489,False,True,valid,missing,valid,valid
FW000005683,,vdr-12663,124.206.45.167,172.16.82.208,8443,,TCP,ALLOW,5872668,4032000,SID608101,False,UNKNOWN,,vdr-12663,True,True,valid,invalid,valid,valid
FW000029333,2026-09-08 07:28:17,ws-10419,,149.42.155.162,443,135,ICMP,ALLOW,39596671,4860940,SID502395,False,BLOCK_EXTERNAL_RDP,CN,ws-10419,False,True,valid,valid,valid,valid
FW000015654,2026-08-19 02:33:14,ws-10971,172.16.211.174,,8080,445,TCP,ALLOW,17761712,13540189,SID534898,False,ALLOW_WEB,US,ws-10971,True,,valid,valid,valid,valid
FW000018065,2026-08-05 00:00:00,ws-12874,,,80,,TCP,ALLOW,5770912,7354102,SID342229,False,ALLOW_INTERNAL_DNS,US,ws-12874,False,False,valid,invalid,valid,valid
FW000007558,2026-08-13 03:25:00,vdr-12040.corp.local,100.63.165.26,92.39.165.159,1433,53,OTHER,ALLOW,46744559,,SID965877,False,BLOCK_EXTERNAL_RDP,CN,vdr-12040,True,True,valid,valid,valid,invalid
FW000008570,2026-08-18 15:41:09,ws-10467,172.16.77.137,106.9.67.175,3389,1433,UDP,ALLOW,36322673,6899405,,False,BLOCK_EXTERNAL_RDP,IN,ws-10467,True,True,valid,valid,valid,valid
FW000009662,2026-08-24 06:15:00,lpt-11956.corp.local,,,,8443,TCP,ALLOW,,41001585,SID372412,False,DENY_TELNET,IN,lpt-11956,False,False,invalid,valid,missing,valid
FW000015735,2026-09-09 09:56:33,lpt-11661,,,,135,TCP,ALLOW,27336897,11650258,SID316602,False,ALLOW_INTERNAL_DNS,CN,lpt-11661,False,False,missing,valid,valid,valid
FW000005962,2026-08-02 03:56:00,lpt-12626,177.35.95.152,,443,135,UDP,DENY,48163384,,SID357241,False,BLOCK_EXTERNAL_RDP,,lpt-12626,True,False,valid,valid,valid,missing
FW000018988,2026-09-06 16:40:05,vdr-11130,172.16.250.84,,,1433,TCP,ALLOW,12638412,,,False,MONITOR_DB_ACCESS,US,vdr-11130,True,False,invalid,valid,valid,invalid
FW000027985,2026-09-07 08:13:11,vdr-11093,,172.16.230.16,53,8080,TCP,ALLOW,,41510625,SID637187,False,ALLOW_WEB,IN,vdr-11093,,True,valid,valid,invalid,valid
FW000007869,2026-08-10 00:58:29,lpt-12228,,,,1433,TCP,ALLOW,26015386,4854907,SID336599,False,MONITOR_DB_ACCESS,IN,lpt-12228,,False,invalid,valid,valid,valid
FW000001270,2026-09-05 03:36:00,vdr-11343,105.67.24.159,,8443,53,TCP,ALLOW,18356446,,SID941095,False,BLOCK_EXTERNAL_RDP,IN,vdr-11343,True,False,valid,valid,valid,missing
FW000026980,2026-08-25 00:00:00,vdr-10783,,,3389,,TCP,ALLOW,14166262,9459130,SID419892,False,ALLOW_OFFICE_APPS,US,vdr-10783,False,False,valid,missing,valid,valid
FW000013734,2026-09-08 02:33:03,lpt-12884,,,,,UDP,DENY,19590349,11972274,,False,ALLOW_INTERNAL_DNS,US,lpt-12884,False,False,invalid,invalid,valid,valid
FW000012698,2026-08-05 02:53:00,lpt-10593,,,,8443,TCP,DENY,24098634,23184077,SID618254,False,ALLOW_WEB,UNKNOWN,lpt-10593,False,False,missing,valid,valid,valid
FW000024903,2026-09-04 22:50:00,lpt-11790,,218.233.211.26,,80,TCP,ALLOW,26297188,27104252,SID262753,False,ALLOW_WEB,IN,lpt-11790,False,True,missing,valid,valid,valid
FW000006999,2026-09-03 05:58:33,ws-10239,,15.7.127.207,8080,,TCP,ALLOW,7316757,47896008,SID430002,False,ALLOW_WEB,RU,ws-10239,False,True,valid,missing,valid,valid
FW000011284,2026-08-07 11:33:35,lpt-10103,172.16.182.113,,,53,TCP,ALLOW,49033912,4033443,SID502323,False,,IN,lpt-10103,True,False,missing,valid,valid,valid
FW000008670,2026-08-19 16:46:56,vdr-12707,,,53,25,UDP,ALLOW,,29597300,SID838895,False,MONITOR_DB_ACCESS,UNKNOWN,vdr-12707,False,,valid,valid,missing,valid
FW000029543,2026-08-05 00:00:00,vdr-11962,,17.245.88.98,,1433,TCP,ALLOW,37083898,27628519,SID303729,False,ALLOW_INTERNAL_DNS,CN,vdr-11962,False,True,missing,valid,valid,valid
FW000018668,2026-09-07 08:03:23,ws-12711,192.168.8.18,12.137.74.202,8443,,TCP,ALLOW,31375519,,SID807900,False,BLOCK_EXTERNAL_RDP,IN,ws-12711,True,True,valid,invalid,valid,invalid
FW000020117,2026-08-14 04:16:52,ws-10711,,,,80,TCP,ALLOW,5104569,9209471,SID915841,False,DENY_TELNET,CN,ws-10711,False,False,missing,valid,valid,valid
FW000009046,2026-08-05 08:22:07,vdr-11144,,151.170.184.214,3306,,TCP,DENY,,40155490,SID844120,False,BLOCK_TOR_EXIT,IN,vdr-11144,False,True,valid,invalid,missing,valid
FW000026473,2026-09-04 01:06:38,vdr-10977,192.168.248.87,,445,,TCP,ALLOW,14887083,30367672,SID814897,False,,US,vdr-10977,True,False,valid,missing,valid,valid
FW000022030,2026-08-25 00:00:00,vdr-12897,192.168.70.223,,80,1433,TCP,ALLOW,42122254,16169042,SID271004,False,ALLOW_INTERNAL_DNS,US,vdr-12897,True,False,valid,valid,valid,valid
FW000028093,2026-08-12 00:00:00,vdr-11643,192.168.27.23,172.16.94.7,,3389,TCP,DENY,35413681,,SID942155,False,ALLOW_INTERNAL_DNS,US,vdr-11643,True,True,invalid,valid,valid,missing
FW000025661,2026-09-02 00:00:00,ws-10472.corp.local,,69.81.170.247,135,443,TCP,ALLOW,28635903,39791783,SID943128,False,BLOCK_TOR_EXIT,IN,ws-10472,False,True,valid,valid,valid,valid
FW000005128,,ws-10770,,162.17.48.241,25,,TCP,ALLOW,,46939197,,True,,CN,ws-10770,False,True,valid,missing,missing,valid
FW000009328,2026-08-31 00:00:00,vdr-12342,192.168.119.154,,445,1433,TCP,ALLOW,9000152,16778672,SID919559,False,ALLOW_OFFICE_APPS,IN,vdr-12342,True,False,valid,valid,valid,valid
FW000001546,,lpt-10821,77.91.81.222,160.81.15.14,8080,,TCP,ALLOW,,32785337,SID878851,False,UNKNOWN,UNKNOWN,lpt-10821,True,True,valid,missing,invalid,valid
FW000000740,2026-08-30 08:38:51,ws-10841,185.193.201.79,,3306,,TCP,ALLOW,16125632,38033501,SID660085,False,BLOCK_TOR_EXIT,IN,ws-10841,True,False,valid,invalid,valid,valid
FW000011573,2026-08-27 21:35:31,ws-12442,38.229.129.62,172.16.84.67,135,,TCP,DENY,35098141,35502209,SID413392,False,ALLOW_OFFICE_APPS,IN,ws-12442,True,True,valid,invalid,valid,valid
FW000010876,2026-08-10 10:04:52,,,172.16.181.155,,,TCP,ALLOW,47678751,16195864,SID714470,False,,RU,,False,True,missing,invalid,valid,valid
FW000001675,2026-09-02 01:13:42,lpt-12970,45.216.251.28,,,22,TCP,ALLOW,48599036,32741315,SID616277,False,MONITOR_DB_ACCESS,RU,lpt-12970,True,False,missing,valid,valid,valid
